ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,QUANT_BANKING_ACCOUNTS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_LOAN_IN_THE_APPLICATION,TARGET_LABEL_BAD=1,LOAN_AMOUNT_REQUESTED,ID_CLIENT
8,F,S,38,Y,31,25,P,108,N,Y,72,43,0,Y,0,600,0,0,20275.49131,270
22,M,C,40,Y,50,18,A,156,Y,Y,84,950,0,Y,0,1500,0,0,17064.00644,271
15,F,V,48,Y,31,20,P,240,N,Y,12,703,0,Y,0,763,1,0,3994.869966,272
4,F,S,25,Y,31,18,A,12,N,Y,12,110,0,Y,0,280,0,0,27841.85842,273
15,F,V,38,Y,31,8,P,252,N,Y,36,704,0,Y,0,2668,0,0,26482.39307,274
17,M,C,27,Y,31,12,P,12,N,Y,12,999,0,Y,0,600,0,0,23558.53652,275
24,F,C,53,Y,31,28,P,360,N,Y,60,950,0,Y,0,1000,0,0,17550.51682,276
24,F,C,30,Y,31,16,P,144,N,Y,120,950,0,Y,0,600,0,0,5176.710144,277
24,M,S,18,Y,50,18,A,60,Y,Y,12,218,0,Y,0,240,0,0,1150.474787,278
15,F,S,26,Y,31,20,C,312,N,Y,12,703,0,Y,0,400,0,1,12903.23632,279
14,M,S,38,Y,31,20,P,120,Y,Y,120,999,0,Y,0,1600,1,0,7091.002335,280
24,F,C,59,N,50,12,P,72,N,Y,12,950,1200,Y,0,900,1,1,14178.58823,281
23,F,S,42,Y,31,3,P,12,N,Y,24,950,0,Y,0,1000,0,1,10822.47442,282
3,M,C,46,Y,31,8,P,252,N,Y,156,999,0,Y,0,475,1,1,22986.8538,283
22,M,C,33,N,50,20,P,12,N,Y,48,991,0,Y,0,480,1,1,4121.957283,284
22,M,C,24,Y,31,18,P,36,N,Y,36,30,0,Y,0,314,1,0,12371.64762,285
25,F,C,63,Y,31,25,P,192,N,Y,72,13,0,Y,0,624,0,0,28425.55252,286
10,M,S,31,Y,31,8,P,372,Y,Y,12,953,0,Y,0,520,0,0,26386.54064,287
10,F,S,27,Y,31,20,P,24,Y,Y,48,30,0,Y,0,312,0,0,19567.32093,288
25,F,S,45,Y,31,28,P,480,N,Y,36,501,0,Y,0,230,0,0,28059.89044,289
55,F,C,37,Y,31,23,P,432,Y,Y,84,855,0,Y,0,305,0,0,7476.376016,290
7,F,D,31,Y,5,20,P,24,Y,Y,108,107,0,Y,0,1050,0,0,17836.31454,291
24,M,S,18,Y,50,28,P,132,N,Y,24,254,0,Y,0,400,0,0,14454.54539,292
25,F,C,22,Y,31,12,A,0,Y,Y,12,950,0,Y,0,225,0,0,8238.247129,293
25,F,S,48,N,31,9,P,0,N,Y,24,26,0,Y,0,370,0,0,22629.66505,294
21,F,C,27,N,31,8,P,108,Y,Y,12,205,0,Y,0,180,0,0,26384.18582,295
25,M,S,21,N,50,18,P,264,N,Y,12,63,0,Y,0,320,0,0,24833.35461,296
22,M,S,23,Y,31,20,P,120,N,Y,24,916,0,Y,0,400,0,0,26142.08872,297
3,F,C,18,Y,31,3,P,24,N,Y,0,24,0,Y,0,269,0,0,13402.74088,298
24,M,S,21,Y,50,12,P,180,Y,Y,180,305,0,Y,0,400,0,0,19649.14306,299
24,F,S,24,Y,31,25,P,300,Y,Y,12,999,0,Y,0,600,0,0,8547.749977,300
25,F,S,22,Y,31,12,P,276,Y,Y,60,26,0,Y,0,220,0,0,7603.834334,301
7,F,S,23,Y,5,12,P,180,Y,Y,36,60,0,Y,0,341,0,0,4863.07973,302
17,F,C,59,N,50,12,P,600,N,Y,12,165,0,Y,0,400,0,0,12289.39796,303
23,M,S,22,Y,31,3,C,72,Y,Y,12,218,0,Y,0,450,0,0,24415.73996,304
55,M,S,34,Y,31,28,P,24,Y,Y,0,223,0,Y,0,400,1,1,15104.1852,305
23,F,C,46,Y,31,12,P,72,Y,Y,60,712,0,Y,0,800,0,0,20974.79589,306
15,M,C,55,Y,31,20,P,348,N,Y,12,703,0,Y,0,1067,1,0,10258.02895,307
23,F,V,65,Y,31,28,P,120,N,Y,12,131,0,Y,0,500,0,0,17438.45801,308
22,F,C,45,Y,31,12,P,180,Y,Y,12,801,0,Y,0,209,0,0,10079.93572,309
25,F,C,31,Y,31,8,P,120,N,Y,108,24,0,Y,0,331,0,0,8846.068333,310
6,F,S,24,Y,5,8,P,288,Y,Y,24,950,0,Y,0,180,0,0,4268.031735,311
55,F,S,37,Y,31,28,P,156,N,Y,24,72,0,Y,0,500,0,1,24599.95515,312
13,F,S,19,Y,31,8,P,12,N,Y,12,60,0,Y,0,220,0,0,6378.971858,313
17,M,S,19,Y,31,8,P,108,N,Y,12,514,0,Y,0,1200,1,1,27727.48332,314
24,F,S,26,Y,50,8,C,24,Y,Y,36,38,0,Y,0,527,0,0,20659.79242,315
1,M,S,18,Y,31,20,C,216,N,Y,0,39,0,Y,0,215,0,0,16054.31824,316
11,F,O,46,Y,31,8,P,360,Y,Y,168,999,0,Y,0,782,2,0,980.9581116,317
7,M,S,20,Y,5,20,P,216,N,Y,12,950,0,Y,0,180,0,0,4345.981691,318
23,F,S,23,Y,31,25,C,12,Y,Y,12,712,0,Y,0,418,0,0,7211.18736,319
17,M,C,71,Y,31,12,P,48,N,Y,12,13,0,Y,0,1158,1,0,11395.61292,320
25,F,S,39,Y,31,12,P,24,Y,Y,36,801,0,Y,0,300,0,0,23285.04259,321
21,F,S,33,Y,31,8,O,24,N,Y,36,205,0,Y,0,600,0,0,29574.68689,322
15,F,S,49,Y,31,18,P,312,N,Y,0,999,0,Y,0,0,0,0,15354.96036,323
20,M,S,45,Y,31,8,O,60,Y,Y,12,952,0,Y,0,535,0,0,27330.53209,324
15,F,C,49,Y,31,8,P,120,Y,Y,0,999,0,Y,0,228,0,0,29955.61461,325
7,M,S,21,Y,5,18,C,12,N,Y,12,30,0,Y,0,420,0,0,7757.125305,326
15,M,C,47,Y,31,12,P,180,N,Y,12,13,0,Y,0,920,0,0,27145.82598,327
66,F,S,23,Y,5,20,P,120,Y,Y,36,65,0,Y,0,400,0,0,15905.72792,328
10,F,C,37,Y,31,18,P,204,N,Y,0,131,0,Y,0,400,0,0,16800.67106,329
25,M,S,32,Y,31,8,P,24,N,Y,24,950,0,Y,0,300,0,0,26572.56491,330
22,F,C,25,N,31,20,P,96,N,Y,24,950,0,Y,0,350,0,1,11783.39121,331
17,M,S,19,Y,31,16,P,228,N,Y,12,999,0,Y,0,204,0,0,26074.67339,332
15,F,C,36,Y,31,18,P,384,Y,Y,180,712,0,Y,0,1589,1,0,5991.594355,333
25,M,C,36,Y,50,12,P,24,Y,Y,0,301,0,Y,0,175,0,0,8793.969349,334
55,F,S,22,Y,31,18,P,48,N,Y,36,35,0,Y,0,678,0,0,18198.66811,335
25,M,S,18,Y,50,20,C,24,N,Y,24,202,0,Y,0,350,0,0,3269.880279,336
11,F,V,72,Y,31,18,P,12,N,Y,0,13,0,Y,0,784,0,0,25427.76308,337
55,F,S,18,Y,31,18,C,120,N,Y,24,950,0,Y,0,500,0,0,12312.11844,338
25,F,S,43,Y,50,8,P,144,Y,Y,72,853,0,Y,0,900,0,0,10323.87302,339
16,F,S,26,Y,31,8,P,168,Y,Y,24,79,0,Y,0,370,0,0,5247.403191,340
25,M,S,50,Y,31,20,P,372,N,Y,324,18,0,Y,0,1690,0,0,10399.88363,341
20,F,S,46,Y,31,12,C,540,Y,Y,12,38,0,Y,0,717,0,0,21655.13825,342
55,F,D,49,Y,31,18,P,96,Y,Y,72,950,0,Y,0,400,0,0,24778.43275,343
3,F,C,40,Y,31,12,P,24,N,Y,240,999,1000,Y,0,330,0,0,5848.366552,344
13,M,S,21,Y,31,8,P,300,N,Y,12,514,0,Y,0,858,0,0,22847.0933,345
55,F,S,28,Y,50,12,A,12,N,N,12,704,0,Y,0,716,0,1,9441.041997,346
3,F,C,20,Y,31,3,P,72,Y,Y,12,950,580,Y,0,422,0,1,18607.50453,347
22,F,C,36,Y,31,18,P,120,Y,Y,24,61,0,Y,0,180,0,0,27391.98835,348
13,M,S,19,Y,31,8,P,228,Y,Y,12,514,0,Y,0,587,0,0,18782.06736,349
23,F,C,28,Y,31,20,P,72,N,Y,192,131,0,Y,0,350,0,0,6475.577775,350
17,M,S,18,Y,31,8,P,192,N,Y,12,514,0,Y,0,400,1,0,18420.25069,351
19,F,S,20,Y,31,12,P,240,Y,Y,12,999,0,Y,0,263,1,0,25201.72243,352
17,M,O,66,Y,31,20,P,600,N,Y,240,13,0,Y,0,350,0,0,15969.09527,353
96,F,C,42,Y,31,3,P,360,N,Y,0,89,0,Y,0,0,0,0,24837.62564,354
22,M,C,40,N,50,12,A,60,Y,Y,96,522,0,Y,0,660,0,0,16649.20506,355
25,F,S,22,Y,31,12,C,240,Y,Y,0,26,0,Y,0,191,0,1,28633.72094,356
3,F,S,27,Y,50,12,P,300,Y,Y,0,33,0,Y,0,300,0,0,6755.240533,357
24,F,V,48,Y,31,28,P,120,Y,Y,264,4,0,Y,0,1027,0,0,20893.9609,358
25,F,S,19,Y,50,11,P,120,N,Y,36,999,0,Y,0,500,0,0,10232.83974,359
12,M,C,43,Y,31,25,P,180,Y,Y,36,110,0,Y,0,416,0,0,20192.17531,360
11,M,S,30,N,31,12,P,36,Y,Y,72,39,0,Y,0,615,0,1,15591.95165,361
24,F,C,28,Y,31,25,P,120,Y,Y,12,29,0,Y,0,484,0,0,12277.48378,362
1,F,C,44,Y,31,12,P,240,Y,Y,144,205,0,Y,0,360,0,0,637.9012066,363
25,M,C,46,Y,50,16,A,24,Y,Y,0,707,0,Y,0,700,1,0,18123.59057,364
55,M,S,30,Y,31,1,P,60,Y,Y,0,24,0,Y,0,300,0,0,3739.253668,365
55,F,C,43,Y,31,12,P,240,N,Y,24,100,0,Y,0,250,0,0,22552.95719,366
18,F,S,47,Y,50,25,P,540,N,Y,0,999,0,Y,0,0,0,1,29661.42034,367
12,F,S,24,Y,31,12,A,12,N,Y,0,950,0,Y,0,500,0,1,17588.92335,368
55,F,V,38,Y,50,28,P,240,N,Y,96,49,0,Y,0,348,0,0,1733.327765,369
55,F,S,34,Y,31,25,P,360,N,Y,0,13,0,Y,0,245,0,1,29982.63711,370
12,M,S,21,Y,31,12,P,84,N,Y,12,265,0,Y,0,388,0,0,9572.886142,371
24,F,C,58,Y,31,12,P,216,N,Y,120,13,0,Y,0,848,0,0,20772.74896,372
22,M,S,30,N,50,8,P,216,N,Y,0,855,0,Y,0,302,0,1,12527.36703,373
15,M,C,33,Y,31,8,P,72,N,Y,12,999,0,Y,0,500,0,1,11802.42857,374
24,F,S,28,Y,50,25,C,300,Y,Y,96,38,0,Y,0,792,1,0,2002.803478,375
25,F,S,22,Y,31,8,P,264,Y,Y,0,219,0,Y,0,456,0,1,9838.422515,376
2,M,S,76,Y,31,12,P,216,N,Y,0,13,0,Y,0,327,0,1,19542.0826,377
24,F,C,43,Y,31,18,P,516,N,Y,72,950,0,Y,0,300,0,0,9295.147563,378
19,M,C,38,Y,31,18,P,108,Y,Y,60,953,0,Y,0,579,1,0,2796.512116,379
7,M,S,19,Y,5,9,O,228,Y,Y,12,514,0,Y,0,633,0,0,22769.88841,380
2,M,S,22,N,50,20,P,12,Y,Y,12,40,0,Y,0,180,0,0,26464.1439,381
25,F,S,36,Y,31,12,P,12,N,Y,12,137,0,Y,0,260,0,0,18355.48935,382
25,F,C,51,Y,31,28,A,36,Y,Y,12,29,0,Y,0,1150,1,0,6388.784719,383
22,M,C,34,N,50,28,P,336,N,Y,12,58,0,Y,0,600,0,1,18552.91576,384
22,F,C,71,N,50,25,O,480,N,Y,12,13,0,Y,0,180,0,0,4367.588019,385
22,F,S,33,N,50,25,P,120,Y,Y,12,123,0,Y,0,218,0,1,25734.3842,386
18,F,S,20,Y,23,18,C,240,Y,Y,12,801,0,Y,0,250,0,0,8984.660458,387
22,M,O,40,N,33,12,P,36,N,Y,24,123,0,Y,0,567,0,0,28601.8213,388
6,M,S,62,N,50,8,P,360,N,Y,360,13,0,Y,0,300,0,0,10104.80026,389
55,F,O,46,Y,31,3,P,120,N,Y,96,703,0,Y,0,430,0,0,28878.31727,390
10,F,C,33,N,31,28,P,48,N,Y,0,165,0,Y,0,270,0,0,23898.5442,391
16,F,C,38,Y,31,20,P,120,Y,Y,12,713,0,Y,0,669,0,0,5204.156749,392
9,M,S,21,N,5,8,P,240,N,Y,12,24,0,Y,0,304,0,0,18889.12852,393
25,F,D,46,Y,31,28,P,480,N,Y,204,117,0,Y,0,1000,0,0,20597.5172,394
15,F,S,26,Y,31,25,C,120,N,Y,0,999,0,Y,0,0,0,0,28823.77763,395
55,F,O,36,Y,31,8,C,0,Y,Y,0,26,0,Y,0,230,0,0,721.8624638,396
22,M,O,25,N,50,12,P,300,N,Y,12,952,0,Y,0,430,0,0,4965.881268,397
20,F,S,47,N,31,8,P,240,Y,Y,204,38,0,Y,0,500,0,0,20919.59139,398
17,F,S,24,Y,31,12,C,12,N,Y,12,40,0,Y,0,284,0,0,25888.75592,399
13,F,C,25,Y,31,8,P,12,N,Y,12,2,0,Y,0,644,0,0,21491.84677,400
10,F,C,44,Y,31,28,P,276,N,Y,0,950,0,Y,0,800,0,1,25912.49037,401
3,F,C,38,Y,31,20,A,60,N,Y,108,950,1200,Y,0,800,0,0,27941.60986,402
2,M,S,20,Y,31,28,P,12,Y,Y,72,213,0,Y,0,200,0,0,23940.8993,403
3,M,C,45,Y,31,3,P,24,N,Y,0,508,0,Y,0,755,1,0,20626.03036,404
25,F,S,53,Y,50,8,P,372,N,Y,60,13,0,Y,0,324,0,0,26959.72047,405
10,F,S,21,N,31,8,P,72,N,Y,0,950,0,Y,0,270,0,1,6829.459261,406
22,M,C,36,Y,50,3,P,180,Y,Y,216,514,0,Y,0,1934,1,0,7623.719465,407
16,F,V,57,Y,31,20,P,360,N,Y,0,725,0,Y,0,330,0,1,8955.422163,408
22,F,S,28,N,50,12,P,24,Y,Y,0,26,0,Y,0,201,0,0,8153.361662,409
25,F,S,35,Y,31,20,P,0,Y,Y,60,205,0,Y,0,300,0,0,5308.123291,410
25,F,C,32,N,50,20,P,96,N,Y,24,205,0,Y,0,180,0,0,19894.5734,411
15,F,S,23,Y,31,8,P,12,Y,Y,12,806,0,Y,0,193,0,0,5798.503385,412
2,M,C,32,Y,31,1,P,12,Y,Y,48,707,0,Y,0,490,0,0,3223.075887,413
9,F,C,25,Y,5,25,P,180,N,Y,48,853,0,Y,0,350,0,0,21903.35114,414
55,F,S,47,N,31,8,O,120,Y,Y,96,205,0,N,0,851,0,0,958.5727291,415
23,F,C,33,Y,31,20,A,24,N,Y,180,501,0,Y,0,500,0,0,26770.63536,416
12,M,S,27,Y,31,20,A,0,N,Y,72,39,0,Y,0,180,0,0,4926.064106,417
22,F,S,22,Y,50,23,A,24,N,Y,24,61,0,Y,0,1300,0,1,1615.7356,418
19,F,S,21,Y,31,25,C,252,N,Y,0,999,0,Y,0,500,0,0,11576.1403,419
55,M,S,55,Y,31,8,P,480,N,Y,0,13,0,Y,0,1560,2,0,22714.10208,420
25,M,S,22,N,50,8,P,36,Y,Y,36,123,0,Y,0,450,0,0,18346.87478,421
21,F,O,46,Y,31,18,P,24,Y,Y,192,262,0,Y,0,1486,0,0,26028.28411,422
20,F,C,65,Y,31,12,P,240,Y,Y,300,13,0,Y,0,508,1,0,2784.636002,423
25,F,S,20,Y,31,25,P,0,Y,Y,0,950,0,Y,0,300,0,1,24949.39152,424
23,F,C,36,Y,31,20,P,156,N,Y,0,522,0,Y,0,200,0,0,21957.61217,425
3,F,S,34,Y,31,8,P,180,N,Y,60,950,0,Y,0,400,0,0,25020.86326,426
55,F,S,23,Y,31,3,P,72,N,Y,24,950,0,Y,0,450,0,1,7491.337603,427
14,F,V,53,Y,31,8,P,180,Y,Y,360,713,0,Y,0,544,2,1,8036.083363,428
1,M,S,33,Y,31,12,P,108,N,Y,168,514,0,Y,0,2429,1,0,12231.94192,429
1,F,C,52,Y,31,20,A,228,N,Y,12,13,0,Y,0,220,0,0,22013.25053,430
10,F,S,29,Y,31,28,P,60,N,Y,24,31,0,Y,0,645,1,0,2854.047103,431
19,F,C,50,Y,31,18,P,96,N,Y,0,999,0,Y,0,500,0,0,28847.41592,432
12,M,C,34,Y,31,8,P,216,N,Y,180,514,0,Y,0,2400,1,0,8449.999281,433
24,F,O,21,N,50,8,P,120,N,Y,24,165,0,Y,0,200,0,0,16207.67441,434
20,F,C,37,Y,31,1,P,72,Y,Y,60,40,0,Y,0,344,0,0,6757.825366,435
9,F,S,44,Y,5,18,P,228,N,Y,72,35,0,Y,0,1600,1,0,18628.7133,436
4,F,S,60,Y,31,12,P,36,N,Y,240,704,0,Y,0,1256,1,0,27813.70944,437
22,F,C,27,N,50,28,P,132,N,Y,12,855,0,Y,0,247,0,1,8569.482927,438
20,F,C,41,Y,31,23,P,252,Y,Y,48,38,0,Y,0,553,1,0,15088.58101,439
16,M,C,57,Y,31,20,P,180,N,Y,0,703,0,Y,0,590,1,0,5743.029801,440
22,F,S,46,Y,50,25,P,552,N,Y,48,950,0,Y,0,500,0,0,5453.205903,441
23,F,S,21,Y,31,8,P,60,Y,Y,36,61,0,Y,0,680,0,1,2176.738902,442
16,M,S,21,Y,31,3,P,252,Y,Y,12,39,0,Y,0,220,0,0,18947.28905,443
25,F,C,39,Y,31,8,P,24,Y,Y,84,999,1500,Y,0,200,0,0,5175.475435,444
96,M,S,22,N,31,28,P,12,N,Y,0,702,0,Y,0,0,0,1,2918.468327,445
25,F,C,46,Y,31,20,P,24,Y,Y,36,251,0,N,0,262,0,0,1692.408662,446
12,F,C,35,N,31,12,P,12,Y,Y,0,26,0,Y,0,190,0,0,18188.15232,447
16,F,C,27,Y,31,20,P,12,N,Y,0,950,0,Y,0,200,0,0,9721.310127,448
10,F,V,65,Y,50,28,P,360,N,Y,0,703,0,Y,0,280,0,0,29289.25059,449
55,F,S,20,Y,31,25,P,240,Y,Y,24,40,0,Y,0,200,0,0,9883.541817,450
25,F,V,65,Y,31,1,P,444,Y,Y,156,26,0,Y,0,240,0,0,12496.12001,451
15,F,C,30,Y,31,20,P,60,Y,Y,12,999,0,Y,0,1863,1,0,5780.996156,452
8,M,S,32,N,50,8,P,144,N,Y,12,26,0,Y,0,280,0,1,12597.07247,453
23,F,S,19,Y,31,18,P,24,N,Y,24,950,0,Y,0,1000,0,1,16122.14521,454
25,F,S,45,Y,31,8,P,240,Y,Y,84,205,0,Y,0,260,0,0,9982.379795,455
2,M,S,26,Y,31,12,P,240,N,N,0,950,0,Y,0,0,0,0,662.2826965,456
19,F,S,37,Y,31,18,O,156,Y,Y,60,525,0,Y,0,213,0,0,16988.14291,457
7,F,V,68,Y,5,12,P,360,N,Y,240,13,0,Y,0,287,0,0,17850.67256,458
20,M,S,20,N,31,18,A,12,Y,Y,12,999,0,Y,0,272,0,0,11511.96074,459
22,F,C,37,Y,31,8,P,360,N,Y,12,999,0,Y,0,209,0,0,17840.29112,460
15,F,C,39,Y,31,8,P,384,Y,Y,180,712,0,Y,0,1122,1,0,26853.96412,461
19,F,C,17,N,50,8,P,24,N,Y,36,725,0,Y,0,335,0,0,27583.28795,462
20,M,D,47,Y,31,12,P,552,Y,Y,120,158,0,Y,0,412,0,0,9049.610142,463
25,M,C,67,Y,32,8,P,36,N,Y,36,13,0,Y,0,264,0,0,23668.86495,464
55,M,S,26,N,31,18,C,300,N,Y,36,950,0,Y,0,850,0,1,10786.85286,465
24,F,S,23,Y,31,12,P,264,Y,Y,12,310,0,Y,0,240,0,0,29980.9258,466
22,F,O,30,Y,31,8,P,204,N,Y,24,72,0,Y,0,600,0,1,13194.55154,467
1,F,S,25,Y,31,12,P,300,N,Y,24,131,0,Y,0,400,0,1,7130.140582,468
55,F,C,30,Y,15,20,P,156,N,Y,0,720,1745,Y,0,1150,0,0,15827.8024,469
16,F,S,21,Y,31,18,P,216,Y,Y,12,950,0,Y,0,318,0,1,25107.33448,470
7,F,S,39,Y,5,3,P,420,Y,Y,12,26,0,Y,0,174,0,0,13284.80115,471
7,F,C,34,Y,5,18,A,12,N,Y,0,720,1100,Y,0,1100,0,0,26691.4441,472
1,M,S,21,Y,31,3,P,12,Y,Y,12,60,0,Y,0,320,0,0,26314.04112,473
23,M,S,33,Y,31,12,P,384,Y,Y,120,211,0,Y,0,1250,0,0,6878.549656,474
24,M,O,23,N,50,20,P,276,Y,Y,36,305,0,Y,0,360,0,1,4797.427077,475
8,M,S,34,Y,31,12,P,36,N,Y,60,26,0,Y,0,400,0,0,20985.97255,476
20,F,S,20,Y,31,28,P,240,Y,Y,12,43,0,Y,0,350,0,0,8474.664384,477
22,M,S,19,Y,31,12,P,228,N,Y,12,35,0,Y,0,622,1,0,984.634694,478
19,M,C,28,Y,31,18,P,216,Y,Y,12,999,0,Y,0,777,2,0,22905.07267,479
22,M,D,47,N,50,12,P,12,N,Y,12,301,0,Y,0,225,0,1,8761.050828,480
4,F,S,50,Y,31,1,A,24,Y,Y,24,205,0,Y,0,220,0,0,2063.7146,481
10,M,C,19,N,31,28,P,60,Y,Y,12,39,0,Y,0,294,0,1,27171.31733,482
3,F,C,72,N,50,12,P,360,N,Y,120,13,180,Y,0,180,0,0,15262.26252,483
55,F,C,70,Y,31,12,A,360,N,Y,0,720,1200,Y,0,1055,0,0,27732.78805,484
8,M,S,26,Y,31,18,P,300,N,Y,12,26,0,Y,0,260,0,0,9585.126487,485
17,M,S,37,Y,31,8,C,384,N,Y,0,950,0,Y,0,800,0,0,10165.46006,486
5,F,S,27,Y,5,20,P,12,Y,Y,72,205,0,Y,0,180,0,1,11878.66705,487
1,M,S,22,Y,50,12,A,24,N,Y,12,999,0,Y,0,2000,0,0,12269.51881,488
2,M,S,38,Y,31,28,P,480,N,Y,36,508,0,Y,0,650,0,0,27927.02685,489
15,F,S,28,Y,31,18,P,480,N,Y,0,999,0,Y,0,0,0,0,2622.492111,490
66,F,S,26,Y,31,18,P,48,Y,Y,60,992,0,Y,0,800,0,0,3245.235388,491
22,F,C,57,Y,50,28,P,228,N,Y,72,999,0,Y,0,600,0,0,2097.746341,492
25,F,O,60,Y,31,8,A,0,N,Y,0,720,1075,Y,0,0,1,0,21645.12997,493
55,F,S,25,Y,31,28,P,84,N,Y,84,950,0,Y,0,300,0,0,9885.425959,494
24,F,C,30,Y,50,18,P,48,N,Y,48,205,0,Y,0,220,0,0,4827.55751,495
22,M,S,36,N,50,8,P,60,N,Y,48,17,0,Y,0,340,0,0,992.1879051,496
21,F,S,23,Y,31,8,C,156,Y,Y,24,999,0,Y,0,499,0,0,17971.50774,497
19,F,S,23,Y,31,18,P,120,N,Y,12,38,0,Y,0,440,0,1,7911.586699,498
18,M,S,23,N,50,25,A,12,Y,Y,24,35,0,N,0,188,0,0,11295.39085,499
25,F,S,46,Y,31,20,P,120,Y,Y,156,26,0,Y,0,359,0,0,2576.038734,500
25,F,D,67,Y,50,18,P,540,N,Y,84,13,0,Y,0,400,0,0,2742.479395,501
1,M,C,33,Y,31,18,P,48,N,Y,48,999,0,Y,0,1805,1,0,6430.476603,502
25,F,C,25,Y,31,25,P,96,N,Y,96,131,0,Y,0,600,0,0,22613.07775,503
3,F,C,24,N,50,1,P,84,N,Y,48,950,350,Y,0,500,0,1,16557.12364,504
2,F,S,32,N,50,18,P,36,Y,Y,0,310,0,N,0,350,0,0,10211.63546,505
21,F,C,23,Y,31,12,P,36,Y,Y,48,305,0,Y,0,324,0,0,1679.030789,506
25,M,S,20,Y,31,3,P,252,Y,Y,24,4,0,Y,0,323,0,0,5661.267558,507
22,F,S,30,N,31,25,P,348,N,Y,12,26,0,Y,0,220,0,0,7396.834677,508
21,F,V,42,Y,31,12,O,240,Y,Y,36,205,0,Y,0,400,0,0,17672.05975,509
22,F,O,20,Y,31,20,P,84,Y,Y,84,60,0,Y,0,213,0,0,6058.813197,510
2,M,S,25,Y,31,28,P,240,Y,Y,12,717,0,Y,0,400,0,0,26697.23077,511
23,F,S,18,Y,31,12,P,12,Y,Y,12,950,0,Y,0,310,0,1,28656.94621,512
1,F,D,56,Y,31,20,P,36,N,Y,120,725,0,Y,0,3961,0,0,29500.98709,513
1,M,C,55,Y,31,8,P,276,N,Y,204,167,0,Y,0,1224,1,0,28674.68525,514
1,F,C,50,Y,50,25,A,12,N,Y,12,703,0,Y,0,180,0,0,9244.661535,515
23,F,S,24,Y,31,28,P,264,Y,Y,12,653,0,Y,0,354,0,0,3954.550002,516
12,F,C,24,Y,31,25,P,12,Y,Y,0,806,0,Y,0,190,0,0,1754.069827,517
24,F,D,59,N,50,18,P,360,Y,Y,120,26,0,Y,0,250,0,0,25954.00397,518
18,M,C,23,N,50,12,A,36,Y,Y,36,721,0,N,0,360,0,0,24601.35723,519
10,F,C,46,Y,31,20,P,240,N,Y,0,950,0,Y,0,800,0,0,8388.774365,520
24,F,S,49,Y,50,25,A,12,Y,Y,36,210,0,Y,0,1100,0,0,22498.5921,521
1,M,C,42,Y,31,12,P,72,N,Y,36,713,0,Y,0,1141,0,0,15716.58313,522
19,M,C,58,Y,31,25,P,240,N,Y,48,254,0,Y,0,590,0,0,23757.53882,523
55,F,S,33,Y,31,28,P,204,N,Y,72,728,0,Y,0,2000,0,0,23884.41627,524
10,F,S,19,Y,31,16,P,12,Y,Y,12,26,0,Y,0,201,0,0,21902.44306,525
5,M,S,32,N,50,12,C,168,Y,Y,0,855,0,Y,0,180,0,0,23062.48669,526
2,M,O,27,Y,31,28,C,96,Y,Y,12,26,0,Y,0,240,0,1,14049.77963,527
55,F,V,41,Y,31,8,P,276,N,Y,24,703,0,Y,0,1000,1,0,15188.21623,528
2,M,C,32,Y,31,23,C,384,N,Y,0,110,0,Y,0,400,0,1,4222.178469,529
24,F,V,50,N,50,12,P,240,N,Y,12,703,0,Y,0,943,1,0,20516.45379,530
1,F,D,29,N,50,12,A,24,N,Y,36,168,0,Y,0,450,0,0,2597.805899,531
22,F,C,46,Y,31,28,P,24,N,Y,60,131,0,Y,0,350,0,0,1515.385319,532
21,F,O,40,Y,31,8,O,12,Y,Y,12,78,0,N,0,450,0,0,29217.46293,533
25,F,S,21,Y,50,8,P,120,Y,Y,12,801,0,Y,0,750,0,0,1021.738404,534
25,F,S,32,Y,31,18,P,96,Y,Y,36,950,0,Y,0,1500,0,0,782.3216163,535
25,F,S,50,N,50,8,P,36,Y,Y,36,205,0,Y,0,540,0,0,4875.131107,536
25,F,O,33,Y,31,12,A,84,N,Y,120,43,0,Y,0,1500,0,0,25138.00693,537
17,F,S,61,Y,31,20,P,84,N,Y,708,725,0,Y,0,486,0,0,18171.50145,538
22,M,S,28,Y,31,8,P,312,Y,Y,60,950,0,Y,0,830,0,0,15110.29892,539
5,M,C,35,N,50,23,P,60,Y,Y,0,521,0,Y,0,370,0,0,10419.29068,540
8,F,C,35,Y,31,8,P,120,Y,Y,60,132,0,Y,0,1175,0,0,18739.24022,541
23,F,C,36,Y,31,12,P,120,Y,Y,120,717,0,Y,0,1100,0,0,9633.043553,542
22,F,S,50,Y,31,20,P,288,N,Y,144,113,0,Y,0,800,0,1,1962.353079,543
8,M,S,22,N,50,11,P,228,N,Y,24,950,0,Y,0,300,0,1,15015.84921,544
25,F,S,34,Y,31,28,A,120,Y,Y,24,654,0,Y,0,266,0,0,5771.776184,545
